Reel1,Reel2,Reel3,Letters,,
0,22,3,"O, I, U, K, F, Z, L, O, U, H, Y, B, S, Y, A, C",753,5/19/2027
1,1,17,"B, K, N, P, R, H, W, H, L, T, Q, Z, R, O, S, Y",376,5/20/2027
1,2,13,"Z, Q, U, B, X, X, G, U, Z, D, X, Z, G, B, A, S",60,5/21/2027
0,25,22,"W, P, Q, A, H, K, K, N, F, G, S, O, X, H, T, U",655,5/22/2027
1,10,15,"U, D, N, P, D, I, H, F, D, U, O, E, I, H, T, W",438,5/23/2027
1,6,7,"S, K, M, B, J, G, J, U, F, S, Y, T, O, I, P, R",945,5/24/2027
1,1,5,"O, B, I, D, G, J, Z, E, Y, K, C, S, Q, Q, H, G",453,5/25/2027
0,0,2,"L, D, C, C, S, M, R, A, X, U, X, X, X, P, K, G",455,5/26/2027
1,9,13,"G, B, N, R, A, N, V, R, N, W, Z, N, W, I, P, R",159,5/27/2027
1,6,16,"S, P, O, J, D, C, U, G, M, P, R, G, X, P, S, L",388,5/28/2027
0,25,13,"Q, M, U, C, Q, O, Z, K, Y, J, N, O, T, F, Y, C",120,5/29/2027
0,13,4,"Q, Q, F, U, P, R, H, S, D, X, S, Z, A, C, C, K",319,5/30/2027
0,22,22,"W, F, R, B, W, L, L, S, P, C, Q, I, T, Y, U, S",528,5/31/2027
0,2,19,"E, G, H, R, Z, H, A, T, N, O, O, S, Q, X, S, W",1242,6/1/2027
1,11,3,"A, V, I, O, B, B, H, P, Y, E, D, C, X, T, E, U",1011,6/2/2027
0,0,17,"P, J, D, B, P, C, V, Y, T, K, L, V, U, V, W, T",52,6/3/2027
1,1,12,"O, N, Y, Q, A, K, Q, L, J, G, H, K, E, T, Q, B",491,6/4/2027
0,17,13,"X, S, F, H, N, I, X, U, K, X, Q, B, A, J, O, G",539,6/5/2027
0,22,4,"I, U, Z, I, H, U, P, K, I, X, K, E, X, N, Z, U",57,6/6/2027
0,13,22,"A, L, F, T, U, P, Q, C, X, W, K, Y, W, Y, T, V",192,6/7/2027
1,1,4,"T, M, S, E, K, X, C, Q, H, W, H, S, O, R, I, E",1432,6/8/2027
0,6,10,"W, R, C, A, S, G, C, P, W, T, P, H, M, V, Y, B",504,6/9/2027
0,11,10,"U, T, U, E, O, D, F, E, P, H, E, Y, V, F, J, F",202,6/10/2027
0,18,1,"Z, X, S, T, E, O, D, B, V, L, Z, R, T, E, T, N",979,6/11/2027
1,9,5,"S, I, S, O, M, S, X, J, S, N, G, U, O, O, K, O",237,6/12/2027
0,25,21,"E, Q, Y, S, G, G, R, J, X, N, K, N, N, L, S, N",98,6/13/2027
0,20,6,"P, V, S, U, A, K, K, Y, A, I, B, S, J, X, Z, T",383,6/14/2027
0,12,23,"P, X, Q, U, J, Q, D, X, N, E, I, H, N, I, O, C",318,6/15/2027
1,10,17,"O, H, Z, T, C, J, D, T, E, D, C, D, A, H, O, A",243,6/16/2027
1,1,1,"W, P, T, E, L, R, Y, Z, Z, F, W, O, M, O, R, H",560,6/17/2027
0,24,18,"Z, B, J, D, Z, M, V, A, U, D, E, F, D, X, P, M",179,6/18/2027
0,20,18,"A, Z, A, U, W, J, V, E, V, S, A, R, N, Z, A, Z",206,6/19/2027
0,10,20,"W, H, B, C, W, I, V, T, P, Z, A, N, D, Y, R, E",1651,6/20/2027
0,11,24,"J, X, G, F, Y, X, M, N, S, Y, G, S, R, D, E, I",500,6/21/2027
0,13,19,"J, B, M, W, G, U, Z, X, O, X, C, E, W, H, S, Z",272,6/22/2027
0,7,23,"O, R, G, M, U, C, Z, G, G, L, I, F, G, M, U, C",137,6/23/2027
0,7,0,"X, Q, R, W, V, S, Y, A, H, U, N, N, S, Q, X, I",283,6/24/2027
0,11,22,"X, M, L, M, Y, D, Y, J, B, E, Q, W, Y, I, K, N",236,6/25/2027
0,5,16,"Z, W, Z, D, G, W, T, I, W, I, Z, M, Q, I, T, I",24,6/26/2027
0,20,19,"N, D, Z, D, B, W, K, O, C, L, U, I, L, E, B, P",858,6/27/2027
1,3,12,"Q, S, G, J, I, A, E, N, J, L, U, G, S, P, U, Z",813,6/28/2027
1,4,16,"E, T, W, I, C, N, M, D, K, N, A, P, P, B, K, D",726,6/29/2027
0,21,23,"F, A, X, I, X, T, D, Z, H, A, C, G, X, M, L, X",274,6/30/2027
0,15,9,"R, H, U, Q, M, P, S, N, E, W, B, M, W, X, W, J",267,7/1/2027
1,9,16,"B, V, X, W, G, C, X, S, X, A, P, D, L, F, A, W",197,7/2/2027
0,4,18,"H, P, R, A, T, Y, W, G, R, W, Y, L, F, O, N, D",737,7/3/2027
0,23,2,"G, H, Q, G, Y, W, U, M, W, H, U, W, V, E, D, M",70,7/4/2027
0,25,16,"S, W, D, H, B, L, T, E, N, C, I, Q, F, R, D, W",1194,7/5/2027
0,4,20,"X, L, D, U, J, N, N, X, Z, X, E, B, U, D, M, X",88,7/6/2027
0,17,3,"H, C, N, U, R, Y, A, J, I, B, F, T, Q, C, H, I",514,7/7/2027
1,11,17,"H, F, D, B, D, Z, T, P, W, M, F, F, D, C, O, V",72,7/8/2027
0,18,11,"E, E, C, X, I, F, B, E, L, C, C, G, N, Q, Q, L",144,7/9/2027
0,15,11,"L, I, N, G, Z, K, R, Y, W, I, P, Y, F, V, Y, Z",133,7/10/2027
0,2,14,"O, D, T, D, N, Y, I, F, U, Z, O, F, Q, K, H, C",350,7/11/2027
1,10,20,"L, B, T, F, U, F, E, S, X, F, M, Y, M, E, J, X",332,7/12/2027
1,2,18,"O, Y, Q, G, H, I, N, F, U, O, E, B, M, U, J, B",332,7/13/2027
1,8,25,"V, Q, M, B, Y, M, X, W, D, A, M, E, S, J, W, F",219,7/14/2027
0,13,8,"S, J, C, O, J, K, V, U, U, G, Y, O, M, X, W, D",211,7/15/2027
0,10,22,"X, M, Z, T, E, N, X, U, C, F, X, X, K, C, R, H",192,7/16/2027
0,10,5,"I, Q, W, D, C, Y, L, D, Q, Z, B, D, P, D, V, Y",28,7/17/2027
0,13,16,"V, C, Q, C, Z, B, K, U, J, K, N, B, O, R, T, D",176,7/18/2027
1,0,2,"H, T, Q, U, Q, Q, Q, W, F, K, K, N, Y, B, V, I",79,7/19/2027
0,12,21,"Y, O, W, M, T, L, T, H, S, W, A, E, X, M, C, N",1591,7/20/2027
0,7,3,"C, H, N, K, N, E, K, R, Z, D, Y, M, S, Q, M, P",253,7/21/2027
0,23,22,"N, O, P, U, O, J, K, M, E, K, J, D, F, J, B, U",239,7/22/2027
1,10,21,"L, G, W, T, D, K, B, O, K, X, D, E, W, X, N, K",252,7/23/2027
1,6,1,"M, P, P, T, D, L, T, G, A, C, W, P, E, Y, I, I",871,7/24/2027
1,3,16,"B, S, Q, W, G, S, G, U, X, Z, T, C, C, I, K, V",142,7/25/2027
0,12,13,"F, Y, J, D, P, D, J, T, X, S, O, X, I, J, Q, F",142,7/26/2027
0,22,17,"X, Q, A, F, T, F, T, A, E, V, U, G, L, E, O, W",443,7/27/2027
1,1,20,"A, C, U, R, H, Y, S, O, P, X, F, W, I, J, D, V",1133,7/28/2027
1,4,24,"Z, D, R, G, H, D, C, S, E, K, E, X, G, C, S, N",319,7/29/2027
0,17,21,"A, Y, J, B, X, L, J, P, C, C, U, K, Q, B, Z, G",156,7/30/2027
0,6,15,"X, W, E, J, F, R, B, S, A, E, E, W, D, L, T, M",1461,7/31/2027
0,22,19,"J, A, S, D, G, E, O, K, Q, K, O, S, E, N, P, Q",603,8/1/2027
0,15,12,"S, E, X, C, B, X, R, J, X, S, P, V, A, F, H, V",439,8/2/2027
0,20,5,"H, E, H, R, P, J, Z, A, Z, Q, H, O, U, E, H, E",128,8/3/2027
0,15,23,"M, I, B, P, H, X, F, C, R, E, Y, N, A, R, H, V",906,8/4/2027
0,2,23,"W, F, B, F, F, Z, I, T, K, Z, J, Q, D, R, K, D",44,8/5/2027
1,2,12,"F, F, N, X, G, U, N, A, V, L, R, N, Q, P, P, Y",207,8/6/2027
0,21,17,"U, L, W, M, B, W, C, Z, D, L, Q, T, J, E, D, T",152,8/7/2027
0,16,20,"J, N, A, U, Z, Z, S, P, Z, P, B, A, T, S, Y, I",488,8/8/2027
0,17,12,"U, V, U, Y, A, H, Z, Y, S, Q, E, P, Z, Y, L, Y",293,8/9/2027
0,13,11,"Y, D, Y, T, A, I, A, Y, X, V, X, H, J, E, X, E",168,8/10/2027
0,17,2,"S, Z, K, R, Y, K, C, V, J, Z, P, V, E, O, U, Z",362,8/11/2027
1,1,23,"C, L, B, L, H, N, U, Q, N, X, U, C, A, Z, P, I",251,8/12/2027
0,18,4,"T, D, S, C, K, X, E, T, V, K, E, M, M, O, I, V",602,8/13/2027
1,5,23,"V, T, G, Z, Q, K, G, A, I, T, S, K, L, Y, E, K",531,8/14/2027
0,8,12,"W, M, B, D, V, G, K, L, B, U, D, B, D, B, F, W",27,8/15/2027
0,7,15,"B, B, W, R, E, E, G, J, M, V, S, I, H, O, O, F",866,8/16/2027
0,1,9,"Y, N, Q, X, X, T, D, Z, V, T, C, H, B, S, W, I",179,8/17/2027
0,10,24,"K, C, W, S, Q, Z, B, S, C, O, U, C, N, A, U, F",315,8/18/2027
0,15,21,"B, Y, X, Z, H, R, Y, Z, Q, S, U, X, M, P, R, C",138,8/19/2027
1,0,22,"I, F, D, X, R, O, X, I, R, W, M, P, O, E, K, M",404,8/20/2027
0,0,1,"Y, S, G, Y, A, Y, J, S, M, P, C, Y, T, B, G, S",188,8/21/2027
1,8,19,"F, D, F, E, X, B, Y, X, O, M, J, Q, T, E, I, E",232,8/22/2027
0,15,3,"N, S, M, T, K, I, Z, A, E, Y, P, L, O, S, N, Q",2577,8/23/2027
1,6,22,"L, K, B, K, W, R, Q, D, A, I, J, F, I, T, W, V",264,8/24/2027
0,0,21,"Y, D, N, F, M, Y, S, Y, H, N, P, Y, K, X, O, T",197,8/25/2027
0,10,4,"H, H, N, V, L, A, F, M, V, Q, V, P, A, K, K, Q",87,8/26/2027
0,3,21,"Y, X, B, R, K, S, V, O, P, Z, F, B, S, E, M, S",400,8/27/2027
1,1,14,"Q, D, Y, R, G, T, M, Y, Q, A, V, S, T, O, R, G",370,8/28/2027
1,2,20,"X, L, Y, R, I, E, R, H, M, C, S, F, Y, J, B, Z",484,8/29/2027
0,16,25,"J, T, T, J, D, H, H, L, K, G, Q, I, N, K, W, W",81,8/30/2027
1,3,8,"O, N, U, T, U, Z, W, C, A, H, B, V, B, S, U, N",501,8/31/2027
0,15,18,"O, G, H, S, C, V, D, I, X, Y, U, O, V, A, X, C",377,9/1/2027
0,25,15,"Y, G, J, U, O, C, G, T, K, V, G, D, P, S, D, E",604,9/2/2027
0,22,14,"Y, H, N, S, A, U, P, F, C, B, I, R, N, L, K, E",3649,9/3/2027
1,7,23,"S, S, P, L, U, C, U, V, Z, V, F, Z, C, W, W, Q",37,9/4/2027
0,1,16,"H, D, T, U, H, X, C, M, P, R, P, M, U, C, Y, Z",102,9/5/2027
1,3,11,"C, L, D, Q, B, F, I, L, D, A, Q, E, W, S, Z, F",603,9/6/2027
0,19,24,"J, T, O, F, J, S, S, W, I, L, N, O, B, W, Z, E",835,9/7/2027
0,10,12,"X, M, G, L, R, I, A, F, F, V, R, I, C, H, A, I",298,9/8/2027
0,21,2,"U, P, F, R, G, A, T, S, D, Y, U, L, P, H, K, G",853,9/9/2027
1,1,13,"U, B, J, F, B, F, B, W, M, Z, B, O, C, L, X, S",161,9/10/2027
0,11,5,"N, S, W, D, P, I, O, R, B, N, O, T, M, E, I, C",2977,9/11/2027
1,2,4,"K, L, A, Z, J, E, F, E, L, E, N, D, M, B, G, Y",641,9/12/2027
1,12,5,"A, S, G, D, E, Y, B, R, X, R, J, R, E, R, K, P",787,9/13/2027
0,16,24,"S, W, F, V, J, R, Z, A, C, S, Z, O, E, X, O, N",675,9/14/2027
1,5,5,"U, F, R, M, H, C, J, I, F, L, Y, D, H, D, Y, W",158,9/15/2027
0,19,3,"G, K, O, H, Q, I, L, T, R, S, V, K, C, U, N, I",1310,9/16/2027
0,6,6,"T, D, D, M, X, N, V, X, Q, Y, Z, J, F, E, Q, Q",46,9/17/2027
1,11,19,"Y, G, E, V, N, H, E, S, T, Z, U, E, B, K, B, H",382,9/18/2027
0,1,15,"L, S, G, A, P, P, I, H, I, R, P, I, I, Q, T, I",390,9/19/2027
0,2,24,"S, X, A, U, I, F, F, X, M, U, N, L, U, V, C, H",478,9/20/2027
1,1,19,"O, M, P, K, O, S, T, C, A, N, S, M, X, C, I, U",1377,9/21/2027
1,12,6,"H, D, M, X, V, C, U, C, G, K, J, Q, B, Q, K, G",32,9/22/2027
0,6,16,"K, E, Y, M, L, Q, M, T, W, K, L, N, B, M, A, J",327,9/23/2027
1,10,6,"X, A, I, Q, C, R, K, I, F, Q, R, S, H, E, Y, F",625,9/24/2027
0,25,0,"M, V, M, U, I, D, V, E, R, C, D, V, K, S, F, S",625,9/25/2027
0,2,6,"Z, H, P, A, A, E, X, Y, Q, G, H, X, A, N, M, T",304,9/26/2027
1,4,19,"Z, K, B, O, D, H, A, M, H, A, O, R, P, T, I, V",667,9/27/2027
0,5,10,"B, H, C, W, F, B, M, X, N, C, Y, M, U, K, A, Q",171,9/28/2027
0,14,6,"W, T, G, Q, I, Z, C, B, X, J, Y, K, T, R, Z, D",87,9/29/2027
0,0,8,"M, F, O, V, U, A, U, P, F, D, K, I, X, G, N, X",397,9/30/2027
0,1,12,"K, X, B, W, D, J, H, I, S, O, S, H, S, N, M, H",281,10/1/2027
1,5,22,"I, K, O, K, U, Z, Q, O, V, W, D, N, A, S, M, G",792,10/2/2027
0,9,1,"X, Y, Y, O, A, O, Q, W, C, A, X, X, X, S, P, P",131,10/3/2027
0,23,25,"A, B, E, C, Z, U, W, Q, I, Z, S, U, S, U, X, F",230,10/4/2027
1,10,12,"M, V, Q, J, D, M, W, M, C, W, Q, W, B, B, W, A",22,10/5/2027
0,5,2,"M, T, Q, K, I, J, B, X, I, B, B, U, M, Y, C, S",178,10/6/2027
0,15,13,"P, W, N, G, H, X, O, X, N, X, U, E, A, E, Q, D",408,10/7/2027
0,14,1,"D, O, O, N, J, N, V, K, B, N, A, R, W, S, E, E",1268,10/8/2027
0,24,23,"A, Y, R, R, O, H, Y, B, M, Q, S, C, R, M, F, I",594,10/9/2027
0,5,4,"H, W, P, B, M, C, E, C, M, O, G, H, J, G, V, M",99,10/10/2027
1,9,2,"F, U, U, A, I, M, G, H, P, Y, X, D, W, G, K, K",220,10/11/2027
0,11,8,"Z, E, G, A, W, L, X, Y, N, A, P, D, Y, V, W, L",416,10/12/2027
0,25,2,"D, Y, L, U, K, R, J, S, L, U, M, U, H, J, X, W",108,10/13/2027
1,6,9,"C, H, V, K, C, L, L, P, U, N, M, X, W, O, N, S",376,10/14/2027
0,20,2,"G, O, D, V, D, U, J, Y, C, T, K, K, K, R, Z, K",135,10/15/2027
0,23,4,"N, V, H, Y, B, W, Y, K, J, E, Z, E, W, B, W, T",99,10/16/2027
1,6,3,"S, X, E, O, V, D, Q, R, P, G, H, C, Z, Y, R, C",576,10/17/2027
0,5,7,"G, A, J, J, I, D, W, Y, N, E, R, W, I, Z, Q, X",434,10/18/2027
0,20,11,"C, P, U, D, H, E, T, T, D, K, D, C, D, G, E, Y",221,10/19/2027
1,5,6,"S, A, H, D, Y, J, V, O, C, L, P, S, H, L, Z, N",587,10/20/2027
0,8,17,"X, R, U, R, X, D, A, H, S, U, A, E, F, N, O, D",872,10/21/2027
0,10,14,"E, Y, I, J, V, J, K, A, J, C, X, N, T, O, L, F",935,10/22/2027
0,2,18,"R, M, N, H, C, C, R, R, M, L, N, W, U, H, V, S",75,10/23/2027
0,8,21,"Y, S, Q, L, D, A, W, T, F, S, L, E, Y, O, V, X",935,10/24/2027
0,9,2,"Q, I, R, O, X, Q, I, W, D, Q, X, T, Z, F, D, Z",62,10/25/2027
